Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
792,24376,080.0 147.0,19-4910HO-HY-289-1700-08001470-0250A-7,250,8.220000,33.91300,3.720000,26.39100,56.20000,161.8635,,7,2,,3,,9,,,,,9,,9,1.830000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,8.220000,8.190000,33.91300,26.39000,167.1000,0.680000,3.720000,56.20000,,1.830000,,,,,,251,,,,,,,,
792,24377,080.0 147.0,19-4910HO-HY-289-1700-08001470-0292A-3,292,7.840000,34.00000,3.210000,26.51700,48.10000,139.6554,,3,2,,2,,9,,,,,9,,9,2.060000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,292.0000,7.840000,7.810000,34.00000,26.51000,155.8000,0.750000,3.210000,48.10000,,2.060000,,,,,,294,,,,,,,,
792,24378,080.0 147.0,19-4910HO-HY-289-1700-08001470-0300A-7,300,7.710000,34.00700,3.080000,26.54100,46.00000,133.9964,,7,2,,3,,9,,,,,9,,9,2.120000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,7.710000,7.680000,34.00700,26.54000,153.6000,0.760000,3.080000,46.00000,,2.120000,,,,,,302,,,,,,,,
792,24379,080.0 147.0,19-4910HO-HY-289-1700-08001470-0390A-3,390,6.530000,34.05000,1.670000,26.73900,24.30000,72.63988,,3,2,,2,,9,,,,,9,,9,2.720000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,390.0000,6.530000,6.490000,34.05000,26.73000,135.5000,0.890000,1.670000,24.30000,,2.720000,,,,,,392,,,,,,,,
792,24380,080.0 147.0,19-4910HO-HY-289-1700-08001470-0400A-7,400,6.440000,34.05700,1.570000,26.75600,22.80000,68.28906,,7,2,,3,,9,,,,,9,,9,2.760000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,6.440000,6.400000,34.05700,26.75000,133.9000,0.900000,1.570000,22.80000,,2.760000,,,,,,402,,,,,,,,
792,24381,080.0 147.0,19-4910HO-HY-289-1700-08001470-0500A-7,500,5.670000,34.13700,0.790000,26.91700,11.20000,34.35662,,7,2,,3,,9,,,,,9,,9,3.070000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,5.670000,5.630000,34.13700,26.91000,119.2000,1.030000,0.790000,11.20000,,3.070000,,,,,,503,,,,,,,,
792,24382,080.0 147.0,19-4910HO-HY-289-1700-08001470-0587A-3,587,5.240000,34.21000,0.490000,27.02700,6.900000,21.30752,,3,2,,2,,9,,,,,9,,9,3.180000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,587.0000,5.240000,5.190000,34.21000,27.02000,109.4000,1.130000,0.490000,6.900000,,3.180000,,,,,,591,,,,,,,,
792,24383,080.0 147.0,19-4910HO-HY-289-1700-08001470-0600A-7,600,5.180000,34.22100,0.490000,27.04300,6.900000,21.30719,,7,2,,3,,9,,,,,9,,9,3.190000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,5.180000,5.130000,34.22100,27.04000,108.0000,1.140000,0.490000,6.900000,,3.190000,,,,,,604,,,,,,,,
792,24384,080.0 147.0,19-4910HO-HY-289-1700-08001470-0700A-7,700,4.760000,34.30400,0.500000,27.15700,7.000000,21.73962,,7,2,,3,,9,,,,,9,,9,3.230000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,4.760000,4.700000,34.30400,27.15000,97.80000,1.250000,0.500000,7.000000,,3.230000,,,,,,705,,,,,,,,
792,24385,080.0 147.0,19-4910HO-HY-289-1700-08001470-0800A-7,800,4.410000,34.37800,0.500000,27.25500,6.900000,21.73754,,7,2,,3,,9,,,,,9,,9,3.270000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.410000,4.350000,34.37800,27.25000,89.10000,1.340000,0.500000,6.900000,,3.270000,,,,,,806,,,,,,,,
792,24386,080.0 147.0,19-4910HO-HY-289-1700-08001470-0882A-3,882,4.190000,34.43000,0.510000,27.32000,7.000000,22.17089,,3,2,,2,,9,,,,,9,,9,3.300000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,882.0000,4.190000,4.120000,34.43000,27.32000,83.40000,1.410000,0.510000,7.000000,,3.300000,,,,,,889,,,,,,,,
792,24387,080.0 147.0,19-4910HO-HY-289-1700-08001470-0900A-7,900,4.140000,34.43500,0.530000,27.32900,7.300000,23.04013,,7,2,,3,,9,,,,,9,,9,3.290000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,4.140000,4.070000,34.43500,27.32000,82.50000,1.430000,0.530000,7.300000,,3.290000,,,,,,907,,,,,,,,
792,24388,080.0 147.0,19-4910HO-HY-289-1700-08001470-1000A-7,1000,3.890000,34.46500,0.640000,27.38000,8.700000,27.82067,,7,2,,3,,9,,,,,9,,9,3.260000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,3.890000,3.810000,34.46500,27.38000,78.20000,1.510000,0.640000,8.700000,,3.260000,,,,,,1008,,,,,,,,
792,24389,080.0 147.0,19-4910HO-HY-289-1700-08001470-1100A-7,1100,3.630000,34.49500,0.760000,27.43000,10.30000,33.03544,,7,2,,3,,9,,,,,9,,9,3.230000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.000,3.630000,3.550000,34.49500,27.43000,73.70000,1.580000,0.760000,10.30000,,3.230000,,,,,,1109,,,,,,,,
792,24390,080.0 147.0,19-4910HO-HY-289-1700-08001470-1180A-3,1180,3.430000,34.52000,0.850000,27.47000,11.50000,36.94609,,3,2,,2,,9,,,,,9,,9,3.210000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1180.000,3.430000,3.340000,34.52000,27.47000,70.10000,1.640000,0.850000,11.50000,,3.210000,,,,,,1190,,,,,,,,
793,24391,069.0 144.0,19-4910HO-HY-290-0754-06901440-0000B-3,0,18.50000,33.49000,5.450000,23.99400,101.7000,237.6938,,3,1,,2,,9,,,,,9,,9,0.350000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,18.50000,18.50000,33.49000,23.99000,390.6000,0.000000,5.450000,101.7000,,0.350000,,,,,,0,,,,,,,,
793,24392,069.0 144.0,19-4910HO-HY-290-0754-06901440-0007A-3,7,18.54000,33.49000,5.470000,23.98400,102.1000,238.5684,,3,2,,2,,9,,,,,9,,9,0.370000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,7.000000,18.54000,18.54000,33.49000,23.98000,391.8000,0.020000,5.470000,102.1000,,0.370000,,,,,,7,,,,,,,,
793,24393,069.0 144.0,19-4910HO-HY-290-0754-06901440-0010A-7,10,18.54000,33.49000,5.460000,23.98400,101.9000,238.1322,,7,2,,3,,9,,,,,9,,9,0.370000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,18.54000,18.54000,33.49000,23.98000,391.9000,0.030000,5.460000,101.9000,,0.370000,,,,,,10,,,,,,,,
793,24394,069.0 144.0,19-4910HO-HY-290-0754-06901440-0019A-3,19,18.53000,33.49000,5.410000,23.98700,101.0000,235.9508,,3,2,,2,,9,,,,,9,,9,0.380000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,19.00000,18.53000,18.53000,33.49000,23.98000,391.9000,0.070000,5.410000,101.0000,,0.380000,,,,,,19,,,,,,,,
793,24395,069.0 144.0,19-4910HO-HY-290-0754-06901440-0020A-7,20,18.53000,33.49200,5.410000,23.98900,101.0000,235.9504,,7,2,,3,,9,,,,,9,,9,0.380000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,18.53000,18.53000,33.49200,23.98000,391.8000,0.070000,5.410000,101.0000,,0.380000,,,,,,20,,,,,,,,
793,24396,069.0 144.0,19-4910HO-HY-290-0754-06901440-0030A-7,30,18.49000,33.51600,5.390000,24.01700,100.5000,235.0717,,7,2,,3,,9,,,,,9,,9,0.370000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,18.49000,18.48000,33.51600,24.01000,389.5000,0.110000,5.390000,100.5000,,0.370000,,,,,,30,,,,,,,,
793,24397,069.0 144.0,19-4910HO-HY-290-0754-06901440-0036A-3,36,,33.53000,5.380000,,,,,3,,9,2,,9,,9,9,,9,,9,0.360000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,36.00000,,,33.53000,,,0.140000,5.380000,100.3000,,0.360000,,,,,,36,,,,,,,,
793,24398,069.0 144.0,19-4910HO-HY-290-0754-06901440-0050A-7,50,18.42000,33.79500,5.510000,24.24700,102.8000,240.2512,,7,3,,3,,9,,,,,9,,9,0.300000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,18.42000,18.41000,33.79500,24.24000,368.3000,0.190000,5.510000,102.8000,,0.300000,,,,,,50,,,,,,,,
793,24399,069.0 144.0,19-4910HO-HY-290-0754-06901440-0055A-3,55,18.41000,33.89000,5.570000,24.32400,104.0000,242.8492,,3,2,,2,,9,,,,,9,,9,0.280000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,55.00000,18.41000,18.40000,33.89000,24.32000,361.1000,0.210000,5.570000,104.0000,,0.280000,,,,,,55,,,,,,,,
793,24400,069.0 144.0,19-4910HO-HY-290-0754-06901440-0075A-7,75,16.64000,33.92500,5.700000,24.77700,102.8000,248.4072,,7,2,,3,,9,,,,,9,,9,0.270000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,16.64000,16.63000,33.92500,24.77000,318.5000,0.280000,5.700000,102.8000,,0.270000,,,,,,75,,,,,,,,
793,24401,069.0 144.0,19-4910HO-HY-290-0754-06901440-0088A-3,88,15.28000,33.93000,5.740000,25.08900,100.8000,250.0743,,3,2,,2,,9,,,,,9,,9,0.270000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,88.00000,15.28000,15.27000,33.93000,25.08000,289.0000,0.310000,5.740000,100.8000,,0.270000,,,,,,88,,,,,,,,
793,24402,069.0 144.0,19-4910HO-HY-290-0754-06901440-0100A-7,100,14.42000,33.90100,5.680000,25.25300,98.00000,247.4207,,7,2,,3,,9,,,,,9,,9,0.340000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,14.42000,14.41000,33.90100,25.25000,273.7000,0.350000,5.680000,98.00000,,0.340000,,,,,,100,,,,,,,,
793,24403,069.0 144.0,19-4910HO-HY-290-0754-06901440-0125A-7,125,12.86000,33.84800,5.510000,25.53200,92.00000,239.9502,,7,2,,3,,9,,,,,9,,9,0.500000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,12.86000,12.84000,33.84800,25.53000,247.6000,0.410000,5.510000,92.00000,,0.500000,,,,,,126,,,,,,,,
793,24404,069.0 144.0,19-4910HO-HY-290-0754-06901440-0150A-7,150,11.60000,33.79100,5.280000,25.72900,85.80000,229.8900,,7,2,,3,,9,,,,,9,,9,0.700000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,11.60000,11.58000,33.79100,25.72000,229.2000,0.470000,5.280000,85.80000,,0.700000,,,,,,151,,,,,,,,
793,24405,069.0 144.0,19-4910HO-HY-290-0754-06901440-0183A-3,183,10.38000,33.69000,4.860000,25.86800,76.90000,211.5746,,3,2,,2,,9,,,,,9,,9,1.020000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,183.0000,10.38000,10.36000,33.69000,25.86000,216.3000,0.550000,4.860000,76.90000,,1.020000,,,,,,184,,,,,,,,
793,24406,069.0 144.0,19-4910HO-HY-290-0754-06901440-0200A-7,200,9.820000,33.72500,4.730000,25.99100,73.90000,205.8905,,7,2,,3,,9,,,,,9,,9,1.150000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,9.820000,9.800000,33.72500,25.99000,204.9000,0.580000,4.730000,73.90000,,1.150000,,,,,,201,,,,,,,,
793,24407,069.0 144.0,19-4910HO-HY-290-0754-06901440-0250A-7,250,8.530000,33.84900,4.310000,26.29400,65.50000,187.5531,,7,2,,3,,9,,,,,9,,9,1.500000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,8.530000,8.500000,33.84900,26.29000,176.5000,0.680000,4.310000,65.50000,,1.500000,,,,,,251,,,,,,,,
793,24408,069.0 144.0,19-4910HO-HY-290-0754-06901440-0294A-3,294,7.810000,33.97000,3.920000,26.49700,58.60000,170.5482,,3,2,,2,,9,,,,,9,,9,1.780000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,294.0000,7.810000,7.780000,33.97000,26.49000,157.7000,0.750000,3.920000,58.60000,,1.780000,,,,,,296,,,,,,,,
793,24409,069.0 144.0,19-4910HO-HY-290-0754-06901440-0300A-7,300,7.740000,33.97600,3.870000,26.51200,57.80000,168.3704,,7,2,,3,,9,,,,,9,,9,1.810000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,7.740000,7.710000,33.97600,26.51000,156.3000,0.760000,3.870000,57.80000,,1.810000,,,,,,302,,,,,,,,
793,24410,069.0 144.0,19-4910HO-HY-290-0754-06901440-0369A-3,369,7.010000,34.02000,3.030000,26.65000,44.50000,131.8071,,3,2,,2,,9,,,,,9,,9,2.170000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,369.0000,7.010000,6.980000,34.02000,26.65000,143.9000,0.860000,3.030000,44.50000,,2.170000,,,,,,371,,,,,,,,
793,24411,069.0 144.0,19-4910HO-HY-290-0754-06901440-0400A-7,400,6.590000,34.04600,2.370000,26.72800,34.50000,103.0888,,7,2,,3,,9,,,,,9,,9,2.450000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,6.590000,6.550000,34.04600,26.72000,136.7000,0.910000,2.370000,34.50000,,2.450000,,,,,,402,,,,,,,,
793,24412,069.0 144.0,19-4910HO-HY-290-0754-06901440-0446A-3,446,5.980000,34.09000,1.370000,26.84100,19.60000,59.58488,,3,2,,2,,9,,,,,9,,9,2.870000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,446.0000,5.980000,5.940000,34.09000,26.84000,126.0000,0.970000,1.370000,19.60000,,2.870000,,,,,,449,,,,,,,,
793,24413,069.0 144.0,19-4910HO-HY-290-0754-06901440-0500A-7,500,5.490000,34.13700,1.160000,26.93900,16.40000,50.44662,,7,2,,3,,9,,,,,9,,9,2.960000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,5.490000,5.450000,34.13700,26.93000,117.0000,1.030000,1.160000,16.40000,,2.960000,,,,,,503,,,,,,,,
793,24414,069.0 144.0,19-4910HO-HY-290-0754-06901440-0600A-7,600,4.800000,34.21700,0.780000,27.08300,10.90000,33.91624,,7,2,,3,,9,,,,,9,,9,3.120000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,4.800000,4.750000,34.21700,27.08000,103.7000,1.140000,0.780000,10.90000,,3.120000,,,,,,604,,,,,,,,
793,24415,069.0 144.0,19-4910HO-HY-290-0754-06901440-0678A-3,678,4.470000,34.27000,0.480000,27.16100,6.600000,20.86995,,3,2,,2,,9,,,,,9,,9,3.240000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,678.0000,4.470000,4.420000,34.27000,27.16000,96.60000,1.220000,0.480000,6.600000,,3.240000,,,,,,683,,,,,,,,
793,24416,069.0 144.0,19-4910HO-HY-290-0754-06901440-0700A-7,700,4.380000,34.28700,0.490000,27.18500,6.800000,21.30424,,7,2,,3,,9,,,,,9,,9,3.240000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,4.380000,4.330000,34.28700,27.18000,94.50000,1.240000,0.490000,6.800000,,3.240000,,,,,,705,,,,,,,,
793,24417,069.0 144.0,19-4910HO-HY-290-0754-06901440-0800A-7,800,4.030000,34.35400,0.520000,27.27600,7.100000,22.60658,,7,2,,3,,9,,,,,9,,9,3.260000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.030000,3.970000,34.35400,27.27000,86.40000,1.330000,0.520000,7.100000,,3.260000,,,,,,806,,,,,,,,
793,24418,069.0 144.0,19-4910HO-HY-290-0754-06901440-0900A-7,900,3.760000,34.40700,0.550000,27.34600,7.500000,23.90918,,7,2,,3,,9,,,,,9,,9,3.270000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,3.760000,3.690000,34.40700,27.34000,80.10000,1.420000,0.550000,7.500000,,3.270000,,,,,,907,,,,,,,,
793,24419,069.0 144.0,19-4910HO-HY-290-0754-06901440-1000A-7,1000,3.560000,34.44600,0.590000,27.39700,8.000000,25.64676,,7,2,,3,,9,,,,,9,,9,3.290000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,3.560000,3.490000,34.44600,27.39000,75.70000,1.500000,0.590000,8.000000,,3.290000,,,,,,1008,,,,,,,,
793,24420,069.0 144.0,19-4910HO-HY-290-0754-06901440-1012A-3,1012,3.540000,34.45000,0.590000,27.40200,8.000000,25.64663,,3,2,,2,,9,,,,,9,,9,3.290000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1012.000,3.540000,3.470000,34.45000,27.40000,75.30000,1.500000,0.590000,8.000000,,3.290000,,,,,,1020,,,,,,,,
793,24421,069.0 144.0,19-4910HO-HY-290-0754-06901440-1100A-7,1100,3.330000,34.46300,0.730000,27.43300,9.800000,31.73132,,7,2,,3,,9,,,,,9,,9,3.280000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.000,3.330000,3.250000,34.46300,27.43000,72.60000,1.570000,0.730000,9.800000,,3.280000,,,,,,1109,,,,,,,,
793,24422,069.0 144.0,19-4910HO-HY-290-0754-06901440-1189A-3,1189,3.150000,34.47000,0.890000,27.45600,11.90000,38.68526,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1189.000,3.150000,3.070000,34.47000,27.45000,70.60000,1.630000,0.890000,11.90000,,,,,,,,1199,,,,,,,,
793,24423,069.0 144.0,19-4910HO-HY-290-0754-06901440-1200A-7,1200,3.130000,34.47100,0.910000,27.45900,12.20000,39.55447,,7,2,,3,,9,,,,,9,,9,3.250000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1200.000,3.130000,3.040000,34.47100,27.45000,70.40000,1.640000,0.910000,12.20000,,3.250000,,,,,,1211,,,,,,,,
793,24424,069.0 144.0,19-4910HO-HY-290-0754-06901440-1289A-3,1289,2.980000,34.54000,1.020000,27.52800,13.60000,44.33281,,3,2,,2,8,9,,8,8,,9,,9,3.230000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1289.000,2.980000,2.890000,34.54000,,,1.700000,1.020000,13.60000,,3.230000,,,,,,1301,,,,,,,,
793,24425,069.0 144.0,19-4910HO-HY-290-0754-06901440-1300A-7,1300,2.960000,34.48300,1.030000,27.48400,13.70000,44.76936,,7,2,,3,,9,,,,,9,,9,3.230000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1300.000,2.960000,2.870000,34.48300,27.48000,68.20000,1.710000,1.030000,13.70000,,3.230000,,,,,,1312,,,,,,,,
793,24426,069.0 144.0,19-4910HO-HY-290-0754-06901440-1365A-3,1365,2.870000,34.49000,1.000000,27.49800,13.30000,43.46481,,3,2,,2,,9,8,,8,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1365.000,2.870000,2.770000,34.49000,27.49000,67.00000,1.750000,1.000000,,,,,,,,,1378,,,,,,,,
793,24427,069.0 144.0,19-4910HO-HY-290-0754-06901440-1400A-7,1400,2.820000,34.49200,1.140000,27.50500,15.20000,49.54954,,7,2,,3,,9,,,,,9,,9,3.210000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1400.000,2.820000,2.720000,34.49200,27.50000,66.50000,1.780000,1.140000,15.20000,,3.210000,,,,,,1413,,,,,,,,
793,24428,069.0 144.0,19-4910HO-HY-290-0754-06901440-1500A-7,1500,2.690000,34.49900,1.250000,27.52200,16.60000,54.32974,,7,2,,3,,9,,,,,9,,9,3.180000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1500.000,2.690000,2.580000,34.49900,27.52000,65.00000,1.840000,1.250000,16.60000,,3.180000,,,,,,1515,,,,,,,,
793,24429,069.0 144.0,19-4910HO-HY-290-0754-06901440-1600A-7,1600,2.560000,34.50500,1.350000,27.53900,17.80000,58.67515,,7,2,,3,,9,,,,,9,,9,3.160000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1600.000,2.560000,2.450000,34.50500,27.53000,63.60000,1.910000,1.350000,17.80000,,3.160000,,,,,,1616,,,,,,,,
793,24430,069.0 144.0,19-4910HO-HY-290-0754-06901440-1666A-3,1666,2.480000,34.51000,1.410000,27.55000,18.60000,61.28227,,3,2,,2,,9,,,,,9,,9,3.140000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1666.000,2.480000,2.360000,34.51000,27.55000,62.60000,1.950000,1.410000,18.60000,,3.140000,,,,,,1683,,,,,,,,
793,24431,069.0 144.0,19-4910HO-HY-290-0754-06901440-1800A-7,1800,2.300000,34.53000,1.570000,27.58100,20.60000,68.23424,,7,2,,3,,9,,,,,9,,9,3.090000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1800.000,2.300000,2.170000,34.53000,27.58000,59.70000,2.030000,1.570000,20.60000,,3.090000,,,,,,1819,,,,,,,,
793,24432,069.0 144.0,19-4910HO-HY-290-0754-06901440-2000A-7,2000,2.070000,34.56000,1.780000,27.62500,23.20000,77.35779,,7,2,,3,,9,,,,,9,,9,3.010000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,2000.000,2.070000,1.930000,34.56000,27.62000,55.60000,2.150000,1.780000,23.20000,,3.010000,,,,,,2022,,,,,,,,
793,24433,069.0 144.0,19-4910HO-HY-290-0754-06901440-2131A-3,2131,1.940000,34.58000,1.910000,27.65100,24.80000,83.00542,,3,2,,2,,9,,,,,9,,9,2.970000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,2131.000,1.940000,1.790000,34.58000,27.65000,53.00000,2.220000,1.910000,24.80000,,2.970000,,,,,,2155,,,,,,,,
793,24434,069.0 144.0,19-4910HO-HY-290-0754-06901440-2200A-7,2200,1.900000,,1.940000,,,,,7,2,,,9,9,,9,9,,9,,9,2.960000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,2200.000,1.900000,,,,,,1.940000,,,2.960000,,,,,,2228,,,,,,,,
793,24435,069.0 144.0,19-4910HO-HY-290-0754-06901440-2400A-7,2400,1.800000,,2.040000,,,,,7,2,,,9,9,,9,9,,9,,9,2.950000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,2400.000,1.800000,,,,,,2.040000,,,2.950000,,,,,,2431,,,,,,,,
793,24436,069.0 144.0,19-4910HO-HY-290-0754-06901440-2600A-7,2600,1.730000,,2.130000,,,,,7,2,,,9,9,,9,9,,9,,9,2.940000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,2600.000,1.730000,,,,,,2.130000,,,2.940000,,,,,,2635,,,,,,,,
793,24437,069.0 144.0,19-4910HO-HY-290-0754-06901440-2618A-3,2618,1.730000,34.47000,2.140000,27.58200,27.60000,93.00708,,3,2,,2,8,9,,8,8,,9,,9,2.940000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,2618.000,1.730000,,34.47000,,,,2.140000,,,2.940000,,,,,,2653,,,,,,,,
793,24438,069.0 144.0,19-4910HO-HY-290-0754-06901440-2800A-7,2800,1.680000,,2.350000,,,,,7,2,,,9,9,,9,9,,9,,9,2.890000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,2800.000,1.680000,,,,,,2.350000,,,2.890000,,,,,,2839,,,,,,,,
793,24439,069.0 144.0,19-4910HO-HY-290-0754-06901440-3000A-7,3000,1.620000,,2.580000,,,,,7,2,,,9,9,,9,9,,9,,9,2.830000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,3000.000,1.620000,,,,,,2.580000,,,2.830000,,,,,,3043,,,,,,,,
793,24440,069.0 144.0,19-4910HO-HY-290-0754-06901440-3108A-3,3108,1.590000,34.58000,2.700000,27.68300,34.70000,117.3338,,3,2,,2,8,9,,8,8,,9,,9,2.800000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,3108.000,1.590000,,34.58000,,,,2.700000,,,2.800000,,,,,,3154,,,,,,,,
794,24441,069.0 135.0,19-4910HO-HY-290-1800-06901350-0000B-3,0,18.00000,33.24000,5.180000,23.92600,95.60000,225.9331,,3,1,,2,,9,,,,,9,,9,0.390000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,18.00000,18.00000,33.24000,23.92000,397.1000,0.000000,5.180000,95.60000,,0.390000,,,,,,0,,,,,,,,
794,24442,069.0 135.0,19-4910HO-HY-290-1800-06901350-0006A-3,6,17.98000,33.24000,5.050000,23.93100,93.10000,220.2619,,3,2,,2,,9,,,,,9,,9,0.400000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,6.000000,17.98000,17.98000,33.24000,23.93000,396.9000,0.020000,5.050000,93.10000,,0.400000,,,,,,6,,,,,,,,
794,24443,069.0 135.0,19-4910HO-HY-290-1800-06901350-0010A-7,10,17.96000,33.26500,5.070000,23.95500,93.50000,221.1291,,7,2,,3,,9,,,,,9,,9,0.400000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,17.96000,17.96000,33.26500,23.95000,394.7000,0.040000,5.070000,93.50000,,0.400000,,,,,,10,,,,,,,,
794,24444,069.0 135.0,19-4910HO-HY-290-1800-06901350-0020A-3,20,17.93000,33.33000,5.130000,24.01200,94.60000,223.7335,,3,2,,2,,9,,,,,9,,9,0.390000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,17.93000,17.93000,33.33000,24.01000,389.6000,0.070000,5.130000,94.60000,,0.390000,,,,,,20,,,,,,,,
794,24445,069.0 135.0,19-4910HO-HY-290-1800-06901350-0030A-7,30,17.97000,33.29700,5.140000,23.97800,94.80000,224.1771,,7,2,,3,,9,,,,,9,,9,0.370000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,17.97000,17.96000,33.29700,23.97000,393.2000,0.110000,5.140000,94.80000,,0.370000,,,,,,30,,,,,,,,
794,24446,069.0 135.0,19-4910HO-HY-290-1800-06901350-0041A-3,41,18.01000,33.26000,5.150000,23.94000,95.00000,224.6216,,3,2,,2,,9,,,,,9,,9,0.360000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,41.00000,18.01000,18.00000,33.26000,23.94000,397.2000,0.160000,5.150000,95.00000,,0.360000,,,,,,41,,,,,,,,
